@name	Atari ST
@filename-kte	atari-st.kte
@filename-txt	VENDORS/MISC/ATARIST.TXT
@verify-against	http://www.unicode.org/Public/MAPPINGS/VENDORS/MISC/ATARIST.TXT
@cite-author	Philippe Verdy
@cite-author	Bruno Haible
@cite-title	AtariST to Unicode
@cite-publisher	Unicode, Inc.
@cite-date	22 Apr 2005
@cite-url	http://www.unicode.org/Public/MAPPINGS/VENDORS/MISC/ATARIST.TXT
@cite-copyright	1998-2005 Unicode, Inc.
@import	fragments/ascii-all.txt
0xE2	0x0393	# GREEK CAPITAL LETTER GAMMA
0xE3	0x03C0	# GREEK SMALL LETTER PI
0xE4	0x03A3	# GREEK CAPITAL LETTER SIGMA
0xE5	0x03C3	# GREEK SMALL LETTER SIGMA
0xE6	0x00B5	# MICRO SIGN
0xE7	0x03C4	# GREEK SMALL LETTER TAU
0xE8	0x03A6	# GREEK CAPITAL LETTER PHI
0xE9	0x0398	# GREEK CAPITAL LETTER THETA
0xEA	0x03A9	# GREEK CAPITAL LETTER OMEGA
0xEB	0x03B4	# GREEK SMALL LETTER DELTA
0xEC	0x222E	# CONTOUR INTEGRAL
0xED	0x03C6	# GREEK SMALL LETTER PHI
0xEE	0x2208	# ELEMENT OF
0xEF	0x2229	# INTERSECTION
0xF0	0x2261	# IDENTICAL TO
0xF1	0x00B1	# PLUS-MINUS SIGN
0xF2	0x2265	# GREATER-THAN OR EQUAL TO
0xF3	0x2264	# LESS-THAN OR EQUAL TO
0xF4	0x2320	# TOP HALF INTEGRAL
0xF5	0x2321	# BOTTOM HALF INTEGRAL
0xF6	0x00F7	# DIVISION SIGN
0xF7	0x2248	# ALMOST EQUAL TO
0xF8	0x00B0	# DEGREE SIGN
0xF9	0x2219	# BULLET OPERATOR
0xFA	0x00B7	# MIDDLE DOT
0xFB	0x221A	# SQUARE ROOT
0xFC	0x207F	# SUPERSCRIPT LATIN SMALL LETTER N
0xFD	0x00B2	# SUPERSCRIPT TWO
0xFE	0x00B3	# SUPERSCRIPT THREE
0xFF	0x00AF	# MACRON
