@category	Kreative Software
@name	Kreative Super437
@alias	KK Super437
@charset	x-kk-super437
@filename-kte	super437.kte
@filename-txt	VENDORS/KREATIVE/SR437.TXT
@generate-txt	VENDORS/KREATIVE/SR437.TXT
#
#	Name:             Kreative Super437 to Unicode
#	Unicode Version:  6.0
#	Table Version:    1.0
#	Table Format:     Format A
#	Date:             2018 January 17
#	Authors:          Rebecca Bettencourt <support@kreativekorp.com>
#
#	Copyright (c) 2018 Kreative Software. All Rights Reserved.
#
#	This file is provided as-is by Kreative Software.
#	No claims are made as to fitness for any particular purpose.
#	No warranties of any kind are expressed or implied.
#	The recipient agrees to determine applicability of information provided.
#
0x00	0x0000	# NULL
0x01	0x02CB	# MODIFIER LETTER GRAVE ACCENT
0x02	0x02DD	# DOUBLE ACUTE ACCENT
0x03	0x02D9	# DOT ABOVE
0x04	0x02DA	# RING ABOVE
0x05	0x02C7	# CARON
0x06	0x02D8	# BREVE
0x07	0x02DB	# OGONEK
0x08	0x0008	# BACKSPACE
0x09	0x0009	# HORIZONTAL TABULATION
0x0A	0x000A	# LINE FEED
0x0B	0x000B	# VERTICAL TABULATION
0x0C	0x000C	# FORM FEED
0x0D	0x000D	# CARRIAGE RETURN
0x0E	0xFB01	# LATIN SMALL LIGATURE FI
0x0F	0xFB02	# LATIN SMALL LIGATURE FL
0x10	0xF8FF	# Apple logo
0x11	0x2020	# DAGGER
0x12	0x2021	# DOUBLE DAGGER
0x13	0x02C6	# MODIFIER LETTER CIRCUMFLEX ACCENT
0x14	0x02DC	# SMALL TILDE
0x15	0x00A8	# DIAERESIS
0x16	0x00B4	# ACUTE ACCENT
0x17	0x00B8	# CEDILLA
0x18	0x201A	# SINGLE LOW-9 QUOTATION MARK
0x19	0x201E	# DOUBLE LOW-9 QUOTATION MARK
0x1A	0x2026	# HORIZONTAL ELLIPSIS
0x1B	0x001B	# ESCAPE
0x1C	0x2018	# LEFT SINGLE QUOTATION MARK
0x1D	0x2019	# RIGHT SINGLE QUOTATION MARK
0x1E	0x201C	# LEFT DOUBLE QUOTATION MARK
0x1F	0x201D	# RIGHT DOUBLE QUOTATION MARK
@import	fragments/ascii-g0.txt
@import	fragments/ascii-del.txt
@import	fragments/super437-g1.txt
